dataset,split,configuration,seed,sample_id,label,probability
biosnap,random,full,42,2595,0,1.7529720935272053e-05
biosnap,random,full,42,2596,0,0.0033907045144587755
biosnap,random,full,42,2597,0,4.964328036294319e-05
biosnap,random,full,42,2598,1,0.9999990463256836
biosnap,random,full,42,2599,1,0.4532712697982788
biosnap,random,full,42,2600,0,0.18392375111579895
biosnap,random,full,42,2601,1,0.9997898936271667
biosnap,random,full,42,2602,1,0.9986881613731384
biosnap,random,full,42,2603,0,0.0006161168566904962
biosnap,random,full,42,2604,0,0.002369018504396081
biosnap,random,full,42,2605,0,0.0022825533524155617
biosnap,random,full,42,2606,0,6.354175070555357e-07
biosnap,random,full,42,2607,1,0.9999998807907104
biosnap,random,full,42,2608,1,0.6185776591300964
biosnap,random,full,42,2609,1,0.9999997615814209
biosnap,random,full,42,2610,1,0.9999241828918457
biosnap,random,full,42,2611,1,0.9784841537475586
biosnap,random,full,42,2612,0,0.16959255933761597
biosnap,random,full,42,2613,1,0.9999979734420776
biosnap,random,full,42,2614,0,7.261318387463689e-05
biosnap,random,full,42,2615,0,0.9898724555969238
biosnap,random,full,42,2616,1,0.9925811290740967
biosnap,random,full,42,2617,1,0.9999507665634155
biosnap,random,full,42,2618,1,0.9965198040008545
biosnap,random,full,42,2619,0,6.251327278050667e-08
biosnap,random,full,42,2620,0,0.0004978126962669194
biosnap,random,full,42,2621,0,4.087496563442983e-05
biosnap,random,full,42,2622,1,0.9998941421508789
biosnap,random,full,42,2623,1,0.9999610185623169
biosnap,random,full,42,2624,1,0.9999992847442627
biosnap,random,full,42,2625,0,2.9046879717498086e-05
biosnap,random,full,42,2626,0,0.041500937193632126
biosnap,random,full,42,2627,1,0.9999998807907104
biosnap,random,full,42,2628,0,0.4537941515445709
biosnap,random,full,42,2629,1,0.8330448865890503
biosnap,random,full,42,2630,1,0.9999991655349731
biosnap,random,full,42,2631,0,5.413360781858501e-07
biosnap,random,full,42,2632,0,0.9563237428665161
biosnap,random,full,42,2633,1,0.30978357791900635
biosnap,random,full,42,2634,0,1.521673402749002e-05
biosnap,random,full,42,2635,0,0.00019970873836427927
biosnap,random,full,42,2636,1,0.9994534850120544
biosnap,random,full,42,2637,1,0.31853291392326355
biosnap,random,full,42,2638,0,0.0571882538497448
biosnap,random,full,42,2639,0,1.193947127831052e-06
biosnap,random,full,42,2640,1,0.999835729598999
biosnap,random,full,42,2641,1,0.9996566772460938
biosnap,random,full,42,2642,1,0.0006948882946744561
biosnap,random,full,42,2643,0,0.9996535778045654
biosnap,random,full,42,2644,1,0.9999639987945557
biosnap,random,full,42,2645,1,0.9999998807907104
biosnap,random,full,42,2646,0,0.005834556184709072
biosnap,random,full,42,2647,0,0.037706390023231506
biosnap,random,full,42,2648,0,0.04923417791724205
biosnap,random,full,42,2649,1,0.9877424240112305
biosnap,random,full,42,2650,1,0.9966829419136047
biosnap,random,full,42,2651,1,0.9992362260818481
biosnap,random,full,42,2652,0,0.1601521074771881
biosnap,random,full,42,2653,0,0.0012198943877592683
biosnap,random,full,42,2654,1,0.9999138116836548
biosnap,random,full,42,2655,0,0.9803438186645508
biosnap,random,full,42,2656,0,9.931587555911392e-05
biosnap,random,full,42,2657,0,0.9999951124191284
biosnap,random,full,42,2658,0,0.0024102162569761276
biosnap,random,full,42,2659,0,0.99698406457901
biosnap,random,full,42,2660,1,0.9999772310256958
biosnap,random,full,42,2661,0,0.00013489331468008459
biosnap,random,full,42,2662,1,0.6063317060470581
biosnap,random,full,42,2663,1,0.9999938011169434
biosnap,random,full,42,2664,1,0.9999995231628418
biosnap,random,full,42,2665,1,0.9712952375411987
biosnap,random,full,42,2666,0,0.00016265000158455223
biosnap,random,full,42,2667,1,0.9999974966049194
biosnap,random,full,42,2668,1,0.9992703795433044
biosnap,random,full,42,2669,0,0.00137728126719594
biosnap,random,full,42,2670,0,7.136019848985597e-05
biosnap,random,full,42,2671,0,4.0405291656497866e-05
biosnap,random,full,42,2672,1,0.8431379795074463
biosnap,random,full,42,2673,0,3.054192898588326e-09
biosnap,random,full,42,2674,0,6.0341088101267815e-05
biosnap,random,full,42,2675,0,7.463511428795755e-05
biosnap,random,full,42,2676,0,8.408423468608817e-08
biosnap,random,full,42,2677,0,0.06755190342664719
biosnap,random,full,42,2678,0,0.05142645537853241
biosnap,random,full,42,2679,0,0.08690377324819565
biosnap,random,full,42,2680,1,0.9999173879623413
biosnap,random,full,42,2681,0,3.9689050026936457e-05
biosnap,random,full,42,2682,0,3.618607661337592e-05
biosnap,random,full,42,2683,1,1.0
biosnap,random,full,42,2684,1,0.9998525381088257
biosnap,random,full,42,2685,1,0.9999964237213135
biosnap,random,full,42,2686,0,0.00022454862482845783
biosnap,random,full,42,2687,0,0.008566676639020443
biosnap,random,full,42,2688,0,2.6509455892664846e-06
biosnap,random,full,42,2689,1,1.1416237839512178e-06
biosnap,random,full,42,2690,0,0.5522454380989075
biosnap,random,full,42,2691,1,0.9999544620513916
biosnap,random,full,42,2692,0,0.0025271079502999783
biosnap,random,full,42,2693,1,0.9999977350234985
biosnap,random,full,42,2694,0,2.8209531592437997e-05
biosnap,random,full,42,2695,0,0.0008788375416770577
biosnap,random,full,42,2696,0,0.00028487705276347697
biosnap,random,full,42,2697,0,0.9889700412750244
biosnap,random,full,42,2698,0,0.000164701952598989
biosnap,random,full,42,2699,0,0.013373720459640026
biosnap,random,full,42,2700,0,0.0001121028617490083
biosnap,random,full,42,2701,1,0.06604046374559402
biosnap,random,full,42,2702,1,0.9999760389328003
biosnap,random,full,42,2703,0,0.00029125341097824275
biosnap,random,full,42,2704,1,0.04379713535308838
biosnap,random,full,42,2705,1,0.9999294281005859
biosnap,random,full,42,2706,1,0.9999997615814209
biosnap,random,full,42,2707,1,0.9998984336853027
biosnap,random,full,42,2708,0,0.9980302453041077
biosnap,random,full,42,2709,1,0.004553532227873802
biosnap,random,full,42,2710,1,0.9999927282333374
biosnap,random,full,42,2711,1,0.0003082877956330776
biosnap,random,full,42,2712,0,0.1880115121603012
biosnap,random,full,42,2713,0,0.024779289960861206
biosnap,random,full,42,2714,1,1.4803546264374745e-06
biosnap,random,full,42,2715,1,0.9996144771575928
biosnap,random,full,42,2716,0,0.3840366303920746
biosnap,random,full,42,2717,1,0.9999997615814209
biosnap,random,full,42,2718,0,0.1292969286441803
biosnap,random,full,42,2719,0,0.0007578556542284787
biosnap,random,full,42,2720,0,0.9999340772628784
biosnap,random,full,42,2721,0,6.88057771185413e-05
biosnap,random,full,42,2722,0,6.82522586430423e-05
biosnap,random,full,42,2723,1,0.9867587685585022
biosnap,random,full,42,2724,0,0.00035798910539597273
biosnap,random,full,42,2725,0,1.8152718439523596e-06
biosnap,random,full,42,2726,1,0.9999332427978516
biosnap,random,full,42,2727,0,4.450387496035546e-05
biosnap,random,full,42,2728,1,0.9998242259025574
biosnap,random,full,42,2729,0,0.0057882810942828655
biosnap,random,full,42,2730,0,2.3741789334508212e-07
biosnap,random,full,42,2731,0,0.997992992401123
biosnap,random,full,42,2732,1,1.0
biosnap,random,full,42,2733,0,0.12491732090711594
biosnap,random,full,42,2734,0,0.0033860544208437204
biosnap,random,full,42,2735,0,0.059859465807676315
biosnap,random,full,42,2736,0,1.5536694263573736e-05
biosnap,random,full,42,2737,0,0.33596694469451904
biosnap,random,full,42,2738,0,0.06646943092346191
biosnap,random,full,42,2739,1,1.8256212570122443e-05
biosnap,random,full,42,2740,0,1.3403027878666762e-05
biosnap,random,full,42,2741,1,0.44972968101501465
biosnap,random,full,42,2742,1,0.9999985694885254
biosnap,random,full,42,2743,0,0.011440028436481953
biosnap,random,full,42,2744,1,0.9951066970825195
biosnap,random,full,42,2745,1,0.999993085861206
biosnap,random,full,42,2746,1,0.9998416900634766
biosnap,random,full,42,2747,0,0.9123134613037109
biosnap,random,full,42,2748,1,0.9947838187217712
biosnap,random,full,42,2749,0,4.5185886847320944e-05
biosnap,random,full,42,2750,0,0.00026868897839449346
biosnap,random,full,42,2751,0,2.6070605940731184e-07
biosnap,random,full,42,2752,0,0.23140265047550201
biosnap,random,full,42,2753,0,7.689748599659652e-05
biosnap,random,full,42,2754,0,6.235932687559398e-06
biosnap,random,full,42,2755,1,0.9993873834609985
biosnap,random,full,42,2756,0,3.7258998872857774e-06
biosnap,random,full,42,2757,1,0.9999881982803345
biosnap,random,full,42,2758,0,0.016644595190882683
biosnap,random,full,42,2759,0,0.0007168257143348455
biosnap,random,full,42,2760,1,0.9999618530273438
biosnap,random,full,42,2761,0,0.8623338937759399
biosnap,random,full,42,2762,1,0.9997907280921936
biosnap,random,full,42,2763,0,0.9997836947441101
biosnap,random,full,42,2764,1,0.003069011028856039
biosnap,random,full,42,2765,0,0.004217658191919327
biosnap,random,full,42,2766,0,7.423800980177475e-06
biosnap,random,full,42,2767,0,0.003173608798533678
biosnap,random,full,42,2768,1,0.9999963045120239
biosnap,random,full,42,2769,0,0.9989181756973267
biosnap,random,full,42,2770,0,0.0016872187843546271
biosnap,random,full,42,2771,0,8.626635826658458e-05
biosnap,random,full,42,2772,0,0.005312512628734112
biosnap,random,full,42,2773,0,7.490014468203299e-06
biosnap,random,full,42,2774,1,0.9999736547470093
biosnap,random,full,42,2775,1,0.9968668818473816
biosnap,random,full,42,2776,1,0.9996196031570435
biosnap,random,full,42,2777,0,0.0011469136225059628
biosnap,random,full,42,2778,0,0.6189622282981873
biosnap,random,full,42,2779,1,0.0009490235825069249
biosnap,random,full,42,2780,0,0.6937920451164246
biosnap,random,full,42,2781,0,9.690254046290647e-06
biosnap,random,full,42,2782,1,0.9999352693557739
biosnap,random,full,42,2783,1,0.9999301433563232
biosnap,random,full,42,2784,0,0.9984588623046875
biosnap,random,full,42,2785,1,0.9982330799102783
biosnap,random,full,42,2786,0,0.0007567154825665057
biosnap,random,full,42,2787,1,0.9980691075325012
biosnap,random,full,42,2788,1,0.9981065988540649
biosnap,random,full,42,2789,1,0.999976396560669
biosnap,random,full,42,2790,1,0.1529611349105835
biosnap,random,full,42,2791,1,0.9917581677436829
biosnap,random,full,42,2792,1,0.999998927116394
biosnap,random,full,42,2793,0,1.9463195712887682e-05
biosnap,random,full,42,2794,0,0.011341233737766743
biosnap,random,full,42,2795,0,0.47809451818466187
biosnap,random,full,42,2796,1,0.9999685287475586
biosnap,random,full,42,2797,0,0.09439791738986969
biosnap,random,full,42,2798,0,0.011940579861402512
biosnap,random,full,42,2799,0,0.01577828824520111
biosnap,random,full,42,2800,1,2.1373814888647757e-05
biosnap,random,full,42,2801,1,0.993937611579895
biosnap,random,full,42,2802,1,0.9999159574508667
biosnap,random,full,42,2803,0,0.000298030354315415
biosnap,random,full,42,2804,1,3.273439574957848e-10
biosnap,random,full,42,2805,1,0.9999914169311523
biosnap,random,full,42,2806,0,0.9787120819091797
biosnap,random,full,42,2807,0,0.0016017251182347536
biosnap,random,full,42,2808,1,0.9998459815979004
biosnap,random,full,42,2809,1,0.9999967813491821
biosnap,random,full,42,2810,1,0.9999983310699463
biosnap,random,full,42,2811,1,0.9996837377548218
biosnap,random,full,42,2812,1,0.9999779462814331
biosnap,random,full,42,2813,0,0.1276046186685562
biosnap,random,full,42,2814,0,5.194791083340533e-05
biosnap,random,full,42,2815,0,2.8944292353116907e-05
biosnap,random,full,42,2816,1,0.0016993717290461063
biosnap,random,full,42,2817,0,1.0109839422511868e-05
biosnap,random,full,42,2818,1,0.014908869750797749
biosnap,random,full,42,2819,1,0.9999293088912964
biosnap,random,full,42,2820,0,0.001487623667344451
biosnap,random,full,42,2821,1,0.35849255323410034
biosnap,random,full,42,2822,0,0.1422024667263031
biosnap,random,full,42,2823,0,6.0367448895704e-05
biosnap,random,full,42,2824,0,0.7061513662338257
biosnap,random,full,42,2825,0,0.359494686126709
biosnap,random,full,42,2826,0,9.726501048135106e-06
biosnap,random,full,42,2827,1,0.9955143332481384
biosnap,random,full,42,2828,1,0.9999476671218872
biosnap,random,full,42,2829,1,0.999955415725708
biosnap,random,full,42,2830,1,0.9999254941940308
biosnap,random,full,42,2831,0,0.8404691219329834
biosnap,random,full,42,2832,0,6.1063101384206675e-06
biosnap,random,full,42,2833,1,0.9967435002326965
biosnap,random,full,42,2834,0,0.9878492951393127
biosnap,random,full,42,2835,0,0.3881400227546692
biosnap,random,full,42,2836,1,0.9999920129776001
biosnap,random,full,42,2837,1,0.816640317440033
biosnap,random,full,42,2838,1,1.0
biosnap,random,full,42,2839,0,0.0069482820108532906
biosnap,random,full,42,2840,1,0.9999817609786987
biosnap,random,full,42,2841,0,0.9412518739700317
biosnap,random,full,42,2842,0,8.552036888431758e-06
biosnap,random,full,42,2843,0,0.12144500762224197
biosnap,random,full,42,2844,0,0.12873250246047974
biosnap,random,full,42,2845,1,0.9999865293502808
biosnap,random,full,42,2846,1,0.9999992847442627
biosnap,random,full,42,2847,1,1.0
biosnap,random,full,42,2848,0,0.4509788155555725
biosnap,random,full,42,2849,0,0.14306575059890747
biosnap,random,full,42,2850,1,0.9999834299087524
biosnap,random,full,42,2851,1,0.999992847442627
biosnap,random,full,42,2852,1,0.9998817443847656
biosnap,random,full,42,2853,1,0.9132767915725708
biosnap,random,full,42,2854,0,0.0046107470989227295
biosnap,random,full,42,2855,1,0.9999614953994751
biosnap,random,full,42,2856,1,0.9998964071273804
biosnap,random,full,42,2857,1,0.9989263415336609
biosnap,random,full,42,2858,1,0.9740680456161499
biosnap,random,full,42,2859,1,0.9993942975997925
biosnap,random,full,42,2860,0,0.0017978828400373459
biosnap,random,full,42,2861,0,7.506279507651925e-05
biosnap,random,full,42,2862,1,0.9999020099639893
biosnap,random,full,42,2863,1,0.9999986886978149
biosnap,random,full,42,2864,0,0.0001642515417188406
biosnap,random,full,42,2865,1,0.9999935626983643
biosnap,random,full,42,2866,1,0.9998739957809448
biosnap,random,full,42,2867,1,0.9999995231628418
biosnap,random,full,42,2868,0,0.5592054724693298
biosnap,random,full,42,2869,0,0.9735898375511169
biosnap,random,full,42,2870,0,0.00027583923656493425
biosnap,random,full,42,2871,1,0.9999933242797852
biosnap,random,full,42,2872,0,0.5089946985244751
biosnap,random,full,42,2873,1,0.9997156262397766
biosnap,random,full,42,2874,0,2.553457818521565e-07
biosnap,random,full,42,2875,1,0.9297787547111511
biosnap,random,full,42,2876,0,0.8571906089782715
biosnap,random,full,42,2877,1,0.9986504912376404
biosnap,random,full,42,2878,1,0.9999393224716187
biosnap,random,full,42,2879,0,0.00020657505956478417
biosnap,random,full,42,2880,1,0.999137282371521
biosnap,random,full,42,2881,1,0.9883246421813965
biosnap,random,full,42,2882,0,0.9010621905326843
biosnap,random,full,42,2883,0,0.006814398802816868
biosnap,random,full,42,2884,1,0.9988935589790344
biosnap,random,full,42,2885,0,4.9202790251001716e-06
biosnap,random,full,42,2886,1,0.9999948740005493
biosnap,random,full,42,2887,1,0.9999998807907104
biosnap,random,full,42,2888,0,0.0050205024890601635
biosnap,random,full,42,2889,1,0.9999980926513672
biosnap,random,full,42,2890,0,0.9571624398231506
biosnap,random,full,42,2891,1,0.9999992847442627
biosnap,random,full,42,2892,0,0.751725971698761
biosnap,random,full,42,2893,0,0.8928382992744446
biosnap,random,full,42,2894,0,0.9397739171981812
biosnap,random,full,42,2895,0,0.7080702185630798
biosnap,random,full,42,2896,0,0.005072578322142363
biosnap,random,full,42,2897,0,5.5690637964289635e-05
biosnap,random,full,42,2898,1,0.9997158646583557
biosnap,random,full,42,2899,0,7.0044388849055395e-06
biosnap,random,full,42,2900,0,0.00310605694539845
biosnap,random,full,42,2901,0,0.744063138961792
biosnap,random,full,42,2902,1,0.9999589920043945
biosnap,random,full,42,2903,0,5.521679213416064e-06
biosnap,random,full,42,2904,0,0.9902937412261963
biosnap,random,full,42,2905,0,7.4453123488638084e-06
biosnap,random,full,42,2906,0,0.0009237833437509835
biosnap,random,full,42,2907,1,0.9999992847442627
biosnap,random,full,42,2908,0,1.0444546560961498e-08
biosnap,random,full,42,2909,1,0.9999971389770508
biosnap,random,full,42,2910,0,0.00033955625258386135
biosnap,random,full,42,2911,0,5.1994840760016814e-05
biosnap,random,full,42,2912,1,0.9999500513076782
biosnap,random,full,42,2913,1,0.9999998807907104
biosnap,random,full,42,2914,1,0.9999984502792358
biosnap,random,full,42,2915,1,0.9999598264694214
biosnap,random,full,42,2916,0,0.0017367787659168243
biosnap,random,full,42,2917,1,0.9999996423721313
biosnap,random,full,42,2918,0,1.6882236764104164e-07
biosnap,random,full,42,2919,0,0.5896002054214478
biosnap,random,full,42,2920,0,8.688827801961452e-05
biosnap,random,full,42,2921,0,2.4170946133494908e-08
biosnap,random,full,42,2922,1,0.99943608045578
biosnap,random,full,42,2923,1,0.9999940395355225
biosnap,random,full,42,2924,0,1.527832864667289e-06
biosnap,random,full,42,2925,0,0.0004844852373935282
biosnap,random,full,42,2926,1,0.9999997615814209
biosnap,random,full,42,2927,0,0.31222283840179443
biosnap,random,full,42,2928,0,0.049541253596544266
biosnap,random,full,42,2929,1,0.9627949595451355
biosnap,random,full,42,2930,0,0.310865581035614
biosnap,random,full,42,2931,0,0.16908933222293854
biosnap,random,full,42,2932,0,0.9737946391105652
biosnap,random,full,42,2933,0,0.4196872413158417
biosnap,random,full,42,2934,1,0.9995847344398499
biosnap,random,full,42,2935,1,0.9999998807907104
biosnap,random,full,42,2936,0,0.0005467072478495538
biosnap,random,full,42,2937,0,9.633164154365659e-06
biosnap,random,full,42,2938,1,0.9992275238037109
biosnap,random,full,42,2939,1,0.9987730383872986
biosnap,random,full,42,2940,1,0.9999734163284302
biosnap,random,full,42,2941,1,9.154346116702072e-06
biosnap,random,full,42,2942,0,0.19464480876922607
biosnap,random,full,42,2943,1,0.994482159614563
biosnap,random,full,42,2944,1,5.0342762847321865e-08
biosnap,random,full,42,2945,0,0.035824231803417206
biosnap,random,full,42,2946,1,0.9989849925041199
biosnap,random,full,42,2947,1,0.9999988079071045
biosnap,random,full,42,2948,1,0.9999945163726807
biosnap,random,full,42,2949,1,0.9999816417694092
biosnap,random,full,42,2950,1,0.9999432563781738
biosnap,random,full,42,2951,0,0.8008149862289429
biosnap,random,full,42,2952,1,0.9999887943267822
biosnap,random,full,42,2953,1,0.31609776616096497
biosnap,random,full,42,2954,0,9.241924999514595e-06
biosnap,random,full,42,2955,0,0.9945061802864075
biosnap,random,full,42,2956,1,0.9705298542976379
biosnap,random,full,42,2957,1,0.9995254278182983
biosnap,random,full,42,2958,0,0.00019124758546240628
biosnap,random,full,42,2959,0,0.00012492550013121217
biosnap,random,full,42,2960,0,0.023094115778803825
biosnap,random,full,42,2961,1,0.9729140400886536
biosnap,random,full,42,2962,1,0.9999998807907104
biosnap,random,full,42,2963,0,0.03637969121336937
biosnap,random,full,42,2964,0,0.0026710566598922014
biosnap,random,full,42,2965,0,0.002428339095786214
biosnap,random,full,42,2966,0,0.9999785423278809
biosnap,random,full,42,2967,1,0.9999998807907104
biosnap,random,full,42,2968,0,0.7200608253479004
biosnap,random,full,42,2969,1,0.9899836778640747
biosnap,random,full,42,2970,1,0.999971866607666
biosnap,random,full,42,2971,1,0.9995425939559937
biosnap,random,full,42,2972,0,0.0008172830566763878
biosnap,random,full,42,2973,1,0.9973170161247253
biosnap,random,full,42,2974,0,0.08266531676054001
biosnap,random,full,42,2975,0,1.6605324049123737e-07
biosnap,random,full,42,2976,0,0.0053144278936088085
biosnap,random,full,42,2977,0,0.22875243425369263
biosnap,random,full,42,2978,0,0.9176368117332458
biosnap,random,full,42,2979,0,0.7575482130050659
biosnap,random,full,42,2980,0,6.108022353146225e-05
biosnap,random,full,42,2981,1,0.9999997615814209
biosnap,random,full,42,2982,1,0.9615480899810791
biosnap,random,full,42,2983,0,0.041554927825927734
biosnap,random,full,42,2984,1,0.9840553998947144
biosnap,random,full,42,2985,0,2.7623746063909493e-05
biosnap,random,full,42,2986,0,3.2392104003520217e-06
biosnap,random,full,42,2987,1,0.9999878406524658
biosnap,random,full,42,2988,0,0.0004794386913999915
biosnap,random,full,42,2989,0,0.0002774304011836648
biosnap,random,full,42,2990,0,0.008941367268562317
biosnap,random,full,42,2991,1,1.0
biosnap,random,full,42,2992,0,0.0017793719889596105
biosnap,random,full,42,2993,0,5.745087491959566e-06
biosnap,random,full,42,2994,1,0.9998915195465088
biosnap,random,full,42,2995,1,0.005708018317818642
biosnap,random,full,42,2996,0,0.0004117424541618675
biosnap,random,full,42,2997,0,0.017853712663054466
biosnap,random,full,42,2998,0,1.1260026440140791e-06
biosnap,random,full,42,2999,1,0.9999997615814209
biosnap,random,full,42,3000,1,0.9982786178588867
biosnap,random,full,42,3001,0,0.0008460431126877666
biosnap,random,full,42,3002,0,6.7000223680224735e-06
biosnap,random,full,42,3003,0,0.15340939164161682
biosnap,random,full,42,3004,0,0.0003583549987524748
biosnap,random,full,42,3005,1,0.7957481145858765
biosnap,random,full,42,3006,1,2.2469032856520244e-08
biosnap,random,full,42,3007,1,0.9999547004699707
biosnap,random,full,42,3008,0,0.09682772308588028
biosnap,random,full,42,3009,0,0.008236128836870193
biosnap,random,full,42,3010,1,0.0007674975204281509
biosnap,random,full,42,3011,0,0.004399484489113092
biosnap,random,full,42,3012,1,0.9868234395980835
biosnap,random,full,42,3013,0,0.6422935128211975
biosnap,random,full,42,3014,1,0.9999464750289917
biosnap,random,full,42,3015,0,0.05400930717587471
biosnap,random,full,42,3016,1,0.9999998807907104
biosnap,random,full,42,3017,0,0.0016184697160497308
biosnap,random,full,42,3018,0,0.00617617042735219
biosnap,random,full,42,3019,1,0.7936378717422485
biosnap,random,full,42,3020,0,2.539803426770959e-05
biosnap,random,full,42,3021,1,0.9999326467514038
biosnap,random,full,42,3022,1,0.9977536797523499
biosnap,random,full,42,3023,1,0.996956467628479
biosnap,random,full,42,3024,1,0.9993658661842346
biosnap,random,full,42,3025,0,0.24869011342525482
biosnap,random,full,42,3026,0,0.466552734375
biosnap,random,full,42,3027,1,0.9668956995010376
biosnap,random,full,42,3028,0,0.8751921057701111
biosnap,random,full,42,3029,1,0.9999995231628418
biosnap,random,full,42,3030,0,5.962049272056902e-06
biosnap,random,full,42,3031,0,8.452474139630795e-05
biosnap,random,full,42,3032,1,0.9454503059387207
biosnap,random,full,42,3033,1,0.9999876022338867
biosnap,random,full,42,3034,1,0.10517051070928574
biosnap,random,full,42,3035,0,0.035389244556427
biosnap,random,full,42,3036,1,0.9999996423721313
biosnap,random,full,42,3037,0,0.00014453538460657
biosnap,random,full,42,3038,0,8.287807986562257e-07
biosnap,random,full,42,3039,1,0.9999781847000122
biosnap,random,full,42,3040,0,1.7937472307494318e-07
biosnap,random,full,42,3041,1,0.9999945163726807
biosnap,random,full,42,3042,0,0.00011178816930623725
biosnap,random,full,42,3043,1,0.9996987581253052
biosnap,random,full,42,3044,1,0.999983549118042
biosnap,random,full,42,3045,0,0.9920042157173157
biosnap,random,full,42,3046,1,0.9981935620307922
biosnap,random,full,42,3047,1,0.026394879445433617
biosnap,random,full,42,3048,1,0.9997755885124207
biosnap,random,full,42,3049,0,0.7775070071220398
biosnap,random,full,42,3050,1,0.9952260255813599
biosnap,random,full,42,3051,0,0.00018679680943023413
biosnap,random,full,42,3052,1,0.9999339580535889
biosnap,random,full,42,3053,0,0.8622291088104248
biosnap,random,full,42,3054,0,0.0066469633020460606
biosnap,random,full,42,3055,1,0.9999767541885376
biosnap,random,full,42,3056,1,0.9999603033065796
biosnap,random,full,42,3057,0,0.0060986606404185295
biosnap,random,full,42,3058,0,0.0067543457262218
biosnap,random,full,42,3059,1,0.9998270869255066
biosnap,random,full,42,3060,0,0.0022101295180618763
biosnap,random,full,42,3061,1,0.999998927116394
biosnap,random,full,42,3062,0,9.179962034977507e-06
biosnap,random,full,42,3063,1,0.9999992847442627
biosnap,random,full,42,3064,1,0.5508167743682861
biosnap,random,full,42,3065,1,0.9998469352722168
biosnap,random,full,42,3066,0,0.9993031024932861
biosnap,random,full,42,3067,1,0.5127223134040833
biosnap,random,full,42,3068,1,0.9999805688858032
biosnap,random,full,42,3069,0,3.954385192628251e-06
biosnap,random,full,42,3070,1,0.999947190284729
biosnap,random,full,42,3071,0,0.2642139196395874
biosnap,random,full,42,3072,0,7.297492174984654e-06
biosnap,random,full,42,3073,0,0.7640826106071472
biosnap,random,full,42,3074,1,0.9999476671218872
biosnap,random,full,42,3075,0,0.0063818772323429585
biosnap,random,full,42,3076,0,0.05765221267938614
biosnap,random,full,42,3077,0,0.9998608827590942
biosnap,random,full,42,3078,0,0.9836708307266235
biosnap,random,full,42,3079,0,0.40360015630722046
biosnap,random,full,42,3080,1,0.9987778067588806
biosnap,random,full,42,3081,1,0.9999780654907227
biosnap,random,full,42,3082,0,6.488512553914916e-06
biosnap,random,full,42,3083,0,0.005791726056486368
biosnap,random,full,42,3084,1,0.027128584682941437
biosnap,random,full,42,3085,1,5.100423095427686e-06
biosnap,random,full,42,3086,0,0.04044729471206665
biosnap,random,full,42,3087,1,0.9999765157699585
biosnap,random,full,42,3088,0,6.664155807811767e-05
biosnap,random,full,42,3089,0,2.325218156329356e-05
biosnap,random,full,42,3090,1,0.2209710031747818
biosnap,random,full,42,3091,0,0.15134069323539734
biosnap,random,full,42,3092,1,0.9999996423721313
biosnap,random,full,42,3093,0,3.059593893794954e-07
biosnap,random,full,42,3094,1,0.9998859167098999
biosnap,random,full,42,3095,0,4.0976716263685375e-05
biosnap,random,full,42,3096,0,0.0032366018276661634
biosnap,random,full,42,3097,1,0.9621298313140869
biosnap,random,full,42,3098,0,1.8439637642586604e-05
biosnap,random,full,42,3099,0,2.655875050550094e-06
biosnap,random,full,42,3100,0,0.0048485188744962215
biosnap,random,full,42,3101,0,0.02402479760348797
biosnap,random,full,42,3102,1,0.9999344348907471
biosnap,random,full,42,3103,1,0.9999861717224121
biosnap,random,full,42,3104,0,1.9037767060581245e-06
biosnap,random,full,42,3105,1,0.9999892711639404
biosnap,random,full,42,3106,1,0.00016327605408150703
biosnap,random,full,42,3107,0,9.179593689623289e-06
biosnap,random,full,42,3108,1,0.9999908208847046
biosnap,random,full,42,3109,1,0.9999955892562866
biosnap,random,full,42,3110,0,0.00045694096479564905
biosnap,random,full,42,3111,1,0.9999995231628418
biosnap,random,full,42,3112,0,8.601041190559044e-05
biosnap,random,full,42,3113,0,0.000295076344627887
biosnap,random,full,42,3114,1,0.08316238224506378
biosnap,random,full,42,3115,0,0.02771725133061409
biosnap,random,full,42,3116,0,0.5175157785415649
biosnap,random,full,42,3117,1,0.9999388456344604
biosnap,random,full,42,3118,1,0.9999994039535522
biosnap,random,full,42,3119,0,0.06327972561120987
biosnap,random,full,42,3120,1,0.9999696016311646
biosnap,random,full,42,3121,0,1.1965863450313918e-05
biosnap,random,full,42,3122,0,7.263838779181242e-05
biosnap,random,full,42,3123,0,0.31009748578071594
biosnap,random,full,42,3124,1,0.9998714923858643
biosnap,random,full,42,3125,1,0.4066081643104553
biosnap,random,full,42,3126,1,0.1692483127117157
biosnap,random,full,42,3127,0,0.3435151278972626
biosnap,random,full,42,3128,0,6.239301910682116e-07
biosnap,random,full,42,3129,1,0.99992835521698
biosnap,random,full,42,3130,0,0.9698904752731323
biosnap,random,full,42,3131,1,0.9998615980148315
biosnap,random,full,42,3132,1,0.9999022483825684
biosnap,random,full,42,3133,1,0.9994316697120667
biosnap,random,full,42,3134,1,0.83427494764328
biosnap,random,full,42,3135,0,0.0002839943626895547
biosnap,random,full,42,3136,1,0.865368664264679
biosnap,random,full,42,3137,1,0.9999357461929321
biosnap,random,full,42,3138,1,0.9999691247940063
biosnap,random,full,42,3139,1,0.9999961853027344
biosnap,random,full,42,3140,0,0.11041445285081863
biosnap,random,full,42,3141,0,0.0026210506912320852
biosnap,random,full,42,3142,1,0.9997872710227966
biosnap,random,full,42,3143,1,0.07447757571935654
